"childid","catholic","race","race_white","race_black","race_hispanic","race_asian","p5numpla","p5hmage","p5hdage","w3daded","w3momed","w3daded_hsb","w3momed_hsb","w3momscr","w3dadscr","w3inccat","w3income","w3povrty","p5fstamp","c5r2mtsc","c5r2mtsc_std"
"0728014C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,31,32,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,52.54,35.63,"$5,001 TO $10,000",7500.5,1,1,29.683,-2.14360669521188
"0728016C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,35,38,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,38.18,35.63,"$75,001 TO $100,000",87500.5,0,0,52.554,0.210810597849197
"0728017C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,46,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,38.18,NA,"$10,001 TO $15,000",12500.5,1,0,47.491,-0.310391568858348
"0728018C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,37,"9TH - 12TH GRADE","SOME COLLEGE",1,0,38.18,35.92,"$40,001 TO $50,000",45000.5,0,0,55.869,0.552067793708472
"0728022C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,29,35,"SOME COLLEGE","9TH - 12TH GRADE",0,1,NA,35.92,"$20,001 TO $25,000",22500.5,1,1,28.905,-2.22369661930797
"0728023C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,43,38,"SOME COLLEGE","SOME COLLEGE",0,0,34.95,39.18,"$30,001 TO $35,000",32500.5,0,0,44.013,-0.668428530305877
"0728024C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,31,29,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,29.6,"$5,001 TO $10,000",7500.5,1,0,38.91,-1.19374843090011
"0729001C",0,"ASIAN",0,0,0,1,1,51,52,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,34.95,"$5,000 TO $5,000",5000,1,0,62.951,1.2811125783466
"0729003C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,37,NA,"NOT APPLICABLE","VOC/TECH PROGRAM",NA,1,61.56,NA,"$15,001 TO $20,000",17500.5,1,1,46.948,-0.366289806370139
"0729006C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,46,46,"MASTER'S DEGREE (MA, MS)","MASTER'S DEGREE (MA, MS)",0,0,63.43,63.43,"$40,001 TO $50,000",45000.5,0,0,42.649,-0.808843255841941
"0729007C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,47,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,53.5,53.5,"$100,001 TO $200,000",150000.5,0,0,59.893,0.966311822709293
"0729008C",0,"MORE THAN ONE RACE, NON HISPANIC",0,0,0,0,1,32,35,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,NA,34.95,"$20,001 TO $25,000",22500.5,1,1,42.849,-0.788254586408501
"0729009C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,50,56,"BACHELOR'S DEGREE","SOME COLLEGE",0,0,38.18,53.5,"$75,001 TO $100,000",87500.5,0,0,47.136,-0.346936457102704
"0729010C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,26,NA,"NOT APPLICABLE","9TH - 12TH GRADE",NA,1,35.63,NA,"$10,001 TO $15,000",12500.5,1,1,59.787,0.95539982790957
"0729012C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,39,40,"DOCTORATE OR PROFESSIONAL DEGREE","BACHELOR'S DEGREE",0,0,63.43,59,"$100,001 TO $200,000",150000.5,0,0,35.356,-1.55960908673235
"0729013C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,NA,45,48,"GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE","MASTER'S DEGREE (MA, MS)",0,0,63.43,64.89,"$75,001 TO $100,000",87500.5,0,0,46.875,-0.373804670713344
"0729015C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,50,"MASTER'S DEGREE (MA, MS)","MASTER'S DEGREE (MA, MS)",0,0,63.43,52.54,"$50,001 TO $75,000",62500.5,0,0,53.051,0.261973441391296
"0729018C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,55,"SOME COLLEGE","BACHELOR'S DEGREE",0,0,38.18,53.5,"$75,001 TO $100,000",87500.5,0,0,69.748,1.98081850904207
"0729020C",0,"MORE THAN ONE RACE, NON HISPANIC",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.605,-0.504542721615691
"0729021C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,45,"DOCTORATE OR PROFESSIONAL DEGREE","DOCTORATE OR PROFESSIONAL DEGREE",0,0,77.5,77.5,"$200,001 TO $200,001",200001,0,0,63.087,1.29511287356134
"0729022C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,29,25,"9TH - 12TH GRADE","VOC/TECH PROGRAM",1,1,NA,39.2,"$5,001 TO $10,000",7500.5,1,1,43.446,-0.726797408149681
"0729023C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,37,38,"BACHELOR'S DEGREE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,NA,64.89,"$50,001 TO $75,000",62500.5,0,0,62.77,1.26247983250933
"0729024C",0,"MORE THAN ONE RACE, NON HISPANIC",0,0,0,0,1,35,36,"VOC/TECH PROGRAM","SOME COLLEGE",1,0,35.78,39.18,"$20,001 TO $25,000",22500.5,0,0,38.875,-1.19735144805096
"0729040C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,41,"BACHELOR'S DEGREE","SOME COLLEGE",0,0,NA,38.18,"$40,001 TO $50,000",45000.5,0,0,31.542,-1.95223501282806
"0731003C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,31,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,34.95,NA,"$10,001 TO $15,000",12500.5,1,NA,54.916,0.453962783858128
"0731004C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,37,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,38.18,NA,"$25,001 TO $30,000",27500.5,0,1,49.06,-0.148873457153007
"0731005C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,23,NA,"NOT APPLICABLE","8TH GRADE OR BELOW",NA,1,NA,NA,"$20,001 TO $25,000",22500.5,1,1,38.312,-1.2553085525061
"0731006C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,36,38,"HIGH SCHOOL DIPLOMA/EQUIVALENT","9TH - 12TH GRADE",1,1,29.6,33.42,"$20,001 TO $25,000",22500.5,1,0,56.522,0.619289799408655
"0731007C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,NA,32,"SOME COLLEGE","NOT APPLICABLE",0,NA,NA,35.78,"$20,001 TO $25,000",22500.5,1,1,31.256,-1.98167681011787
"0731009C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,33,"HIGH SCHOOL DIPLOMA/EQUIVALENT","9TH - 12TH GRADE",1,1,38.18,39.2,"$5,001 TO $10,000",7500.5,1,0,34.548,-1.64278731124345
"0731010C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,27,NA,"NOT APPLICABLE","9TH - 12TH GRADE",NA,1,34.95,NA,"$10,001 TO $15,000",12500.5,1,1,41.161,-0.962022956426737
"0731011C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,27,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,NA,NA,"$5,001 TO $10,000",7500.5,1,1,44.935,-0.573514764217716
"0731016C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,31,37,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,34.95,34.95,"$5,000 TO $5,000",5000,1,1,42.056,-0.869888660712092
"0731017C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.973,0.562773901813861
"0731018C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,26,NA,"NOT APPLICABLE","VOC/TECH PROGRAM",NA,1,38.18,NA,"$5,000 TO $5,000",5000,1,1,52.698,0.225634439841274
"0731019C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.272,-0.332936161887965
"0731020C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,28,30,"9TH - 12TH GRADE","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,39.2,"$15,001 TO $20,000",17500.5,1,0,38.75,-1.21021936644686
"0731022C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.169,0.582950797858632
"0731023C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.954,-1.18921892362475
"0731040C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,31,NA,"NOT APPLICABLE","VOC/TECH PROGRAM",NA,1,57.83,NA,"$20,001 TO $25,000",22500.5,0,0,48.73,-0.182844761718185
"0732001C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,27,43,"HIGH SCHOOL DIPLOMA/EQUIVALENT","VOC/TECH PROGRAM",1,1,34.95,35.78,"$15,001 TO $20,000",17500.5,1,1,43.469,-0.724429711164835
"0732004C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,46,52,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,34.95,34.95,"$25,001 TO $30,000",27500.5,0,0,56.995,0.667982002618741
"0732010C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,37,40,"VOC/TECH PROGRAM","9TH - 12TH GRADE",1,1,34.95,NA,"$10,001 TO $15,000",12500.5,1,1,56.19,0.585112608149144
"0732012C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,28,NA,"NOT APPLICABLE","9TH - 12TH GRADE",NA,1,29.6,NA,"$15,001 TO $20,000",17500.5,0,1,39.908,-1.09101097042724
"0732013C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,28,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,53.5,NA,"$20,001 TO $25,000",22500.5,0,0,45.983,-0.465630136386489
"0732014C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,29,NA,"NOT APPLICABLE","8TH GRADE OR BELOW",NA,1,37.67,NA,"$5,001 TO $10,000",7500.5,1,1,38.199,-1.26694115073599
"0732015C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.682,1.25342081795862
"0732016C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,30,33,"VOC/TECH PROGRAM","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,33.42,"$30,001 TO $35,000",32500.5,0,0,58.028,0.774322480242461
"0732019C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,46,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,38.18,39.2,"$40,001 TO $50,000",45000.5,0,0,69.058,1.9097875994967
"0732020C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,41,"BACHELOR'S DEGREE","SOME COLLEGE",0,0,61.56,33.42,"$15,001 TO $20,000",17500.5,0,1,55.481,0.512125775007598
"0732021C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,27,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,38.18,NA,"$20,001 TO $25,000",22500.5,0,1,37.995,-1.2879415935581
"0732023C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,31,36,"SOME COLLEGE","VOC/TECH PROGRAM",0,1,57.83,35.78,"$35,001 TO $40,000",37500.5,0,0,35.817,-1.51215220368827
"0732024C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,33,33,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,35.78,33.42,"$40,001 TO $50,000",45000.5,0,0,54.438,0.404755863912206
"0732042C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,44,"8TH GRADE OR BELOW","8TH GRADE OR BELOW",1,1,NA,NA,"$10,001 TO $15,000",12500.5,1,1,52.911,0.247561372787888
"0732043C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,37,"HIGH SCHOOL DIPLOMA/EQUIVALENT","VOC/TECH PROGRAM",1,1,35.78,35.92,"$10,001 TO $15,000",12500.5,1,0,54.323,0.392917378987977
"0732044C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,NA,48,"HIGH SCHOOL DIPLOMA/EQUIVALENT","NOT APPLICABLE",1,NA,NA,62.87,"$75,001 TO $100,000",87500.5,0,0,49.343,-0.119740489904689
"0732048C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,NA,36,"SOME COLLEGE","NOT APPLICABLE",0,NA,NA,37.67,"$35,001 TO $40,000",37500.5,0,0,53.003,0.257032160727271
"0732051C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,29,"9TH - 12TH GRADE","VOC/TECH PROGRAM",1,1,NA,39.18,"$20,001 TO $25,000",22500.5,0,0,61.458,1.12741816102596
"0733001C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,53,39,"SOME COLLEGE","SOME COLLEGE",0,0,38.18,64.89,"$50,001 TO $75,000",62500.5,0,0,65.098,1.50213194471458
"0733002C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,44,"BACHELOR'S DEGREE","SOME COLLEGE",0,0,61.56,35.78,"$75,001 TO $100,000",87500.5,0,0,53.991,0.358740187728466
"0733004C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,44,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,35.78,NA,"$30,001 TO $35,000",32500.5,0,0,57.444,0.714203565496816
"0733005C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.988,1.07903478785738
"0733006C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,39,"SOME COLLEGE","SOME COLLEGE",0,0,NA,39.18,"$35,001 TO $40,000",37500.5,0,0,56.699,0.63751077185725
"0733007C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,25,"HIGH SCHOOL DIPLOMA/EQUIVALENT","9TH - 12TH GRADE",1,1,38.18,NA,"$15,001 TO $20,000",17500.5,1,0,45.549,-0.510307549057054
"0733009C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,35,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,NA,NA,"$15,001 TO $20,000",17500.5,1,1,33.403,-1.76065744374989
"0733010C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,55,53,"HIGH SCHOOL DIPLOMA/EQUIVALENT","8TH GRADE OR BELOW",1,1,NA,39.2,"$30,001 TO $35,000",32500.5,0,0,40.604,-1.01936240079887
"0733012C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,47,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,38.18,53.5,"$100,001 TO $200,000",150000.5,0,0,59.591,0.935222931864799
"0733014C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,30,40,"VOC/TECH PROGRAM","BACHELOR'S DEGREE",1,0,61.56,37.67,"$50,001 TO $75,000",62500.5,0,0,70.351,2.04289334738389
"0733016C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.43,-2.06670801487798
"0733017C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,28,NA,"NOT APPLICABLE","BACHELOR'S DEGREE",NA,0,59,NA,"$25,001 TO $30,000",27500.5,0,0,55.012,0.46384534518618
"0733018C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.079,-0.764577616560044
"0734001C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,41,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,38.18,NA,"$40,001 TO $50,000",45000.5,0,0,60.542,1.03312205502081
"0734004C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,35,36,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,NA,39.2,"$20,001 TO $25,000",22500.5,0,0,56.797,0.647599219879635
"0734005C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,56,53,"HIGH SCHOOL DIPLOMA/EQUIVALENT","9TH - 12TH GRADE",1,1,37.67,NA,"$5,000 TO $5,000",5000,1,0,52.158,0.170045032370985
"0734007C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.425,0.81519098906784
"0734008C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,46,"SOME COLLEGE","SOME COLLEGE",0,0,38.18,53.5,"$75,001 TO $100,000",87500.5,0,0,56.943,0.662628948566047
"0734009C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,30,57,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,NA,"$10,001 TO $15,000",12500.5,1,0,20.427,-3.09645031659151
"0734010C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,44,47,"BACHELOR'S DEGREE","DOCTORATE OR PROFESSIONAL DEGREE",0,0,61.56,64.89,"$75,001 TO $100,000",87500.5,0,0,61.485,1.13019763139948
"0734011C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,42,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,63.43,NA,"$5,000 TO $5,000",5000,1,1,49.719,-0.0810337913698213
"0734013C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,33,35,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,38.18,38.18,"$50,001 TO $75,000",62500.5,0,0,47.216,-0.338700989329328
"0734015C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,33,31,"9TH - 12TH GRADE","SOME COLLEGE",1,0,34.95,39.2,"$35,001 TO $40,000",37500.5,0,0,44.401,-0.628486511605002
"0734016C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,30,30,"BACHELOR'S DEGREE","SOME COLLEGE",0,0,59,35.92,"$50,001 TO $75,000",62500.5,0,0,57.173,0.686305918414504
"0734017C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,39,"SOME COLLEGE","SOME COLLEGE",0,0,NA,53.5,"$50,001 TO $75,000",62500.5,0,0,27.664,-2.35144931314246
"0734018C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,46,"DOCTORATE OR PROFESSIONAL DEGREE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,NA,77.5,"$100,001 TO $200,000",150000.5,0,0,60.538,1.03271028163214
"0734019C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,26,NA,"NOT APPLICABLE","VOC/TECH PROGRAM",NA,1,NA,NA,"$30,001 TO $35,000",32500.5,0,1,46.045,-0.459247648862122
"0734021C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,43,"DOCTORATE OR PROFESSIONAL DEGREE","BACHELOR'S DEGREE",0,0,61.56,59,"$100,001 TO $200,000",150000.5,0,0,56.864,0.654496424139838
"0734022C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,36,"SOME COLLEGE","SOME COLLEGE",0,0,35.78,63.43,"$20,001 TO $25,000",22500.5,0,0,50.896,0.0401305282459757
"0734023C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,41,55,"BACHELOR'S DEGREE","SOME COLLEGE",0,0,61.56,35.78,"$50,001 TO $75,000",62500.5,0,0,58.815,0.855338894463049
"0734024C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,40,"BACHELOR'S DEGREE","DOCTORATE OR PROFESSIONAL DEGREE",0,0,38.18,35.78,"$100,001 TO $200,000",150000.5,0,0,58.141,0.785955078472355
"0734040C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,33,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,35.78,33.42,"$30,001 TO $35,000",32500.5,0,0,41.516,-0.925478068182381
"0735005C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,49,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,38.18,35.78,"$50,001 TO $75,000",62500.5,0,0,57.907,0.76186633523523
"0735009C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,31,35,"SOME COLLEGE","9TH - 12TH GRADE",0,1,38.18,39.18,"$20,001 TO $25,000",22500.5,1,0,51.323,0.0840873374863709
"0735013C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.626,0.629995907514044
"0735019C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,38,44,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,34.95,34.95,"$20,001 TO $25,000",22500.5,0,0,50.345,-0.0165912560431529
"0736001C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,44,56,"BACHELOR'S DEGREE","VOC/TECH PROGRAM",0,1,57.83,38.18,"$75,001 TO $100,000",87500.5,0,0,59.831,0.959929335184927
"0736002C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,52,54,"BACHELOR'S DEGREE","MASTER'S DEGREE (MA, MS)",0,0,63.43,37.67,"$20,001 TO $25,000",22500.5,0,0,44.005,-0.669252077083214
"0736004C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,51,52,"SOME COLLEGE","SOME COLLEGE",0,0,38.18,35.78,"$40,001 TO $50,000",45000.5,0,0,56.015,0.567097522394884
"0736007C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,48,51,"BACHELOR'S DEGREE","SOME COLLEGE",0,0,53.5,48.69,"$75,001 TO $100,000",87500.5,0,0,52.963,0.252914426840583
"0736008C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,46,49,"GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE","MASTER'S DEGREE (MA, MS)",0,0,63.43,53.5,"$75,001 TO $100,000",87500.5,0,0,62.117,1.19525782680915
"0736012C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,NA,48,"BACHELOR'S DEGREE","NOT APPLICABLE",0,NA,NA,64.89,"$50,001 TO $75,000",62500.5,0,0,55.85,0.550111870112295
"0736013C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,NA,NA,"$5,001 TO $10,000",7500.5,1,1,37.532,-1.33560436329651
"0736016C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,32,"SOME COLLEGE","SOME COLLEGE",0,0,NA,53.5,"$20,001 TO $25,000",22500.5,0,0,49.992,-0.0529302575931755
"0737001C",1,"ASIAN",0,0,0,1,2,41,39,"BACHELOR'S DEGREE","MASTER'S DEGREE (MA, MS)",0,0,NA,64.89,"$50,001 TO $75,000",62500.5,0,0,55.896,0.554847264081986
"0737002C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,39,NA,"NOT APPLICABLE","BACHELOR'S DEGREE",NA,0,53.5,NA,"$50,001 TO $75,000",62500.5,0,0,52.149,0.16911854224648
"0737003C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,46,50,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,38.18,53.5,"$200,001 TO $200,001",200001,0,0,45.515,-0.513807622860739
"0737004C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,37,39,"MASTER'S DEGREE (MA, MS)","SOME COLLEGE",0,0,NA,64.89,"$75,001 TO $100,000",87500.5,0,0,52.8,0.236134661252328
"0737005C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,37,37,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,NA,35.78,"$75,001 TO $100,000",87500.5,0,0,49.214,-0.133020181689259
"0737006C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,41,43,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,53.5,53.5,"$100,001 TO $200,000",150000.5,0,0,52.877,0.244061298984203
"0737008C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,42,43,"SOME COLLEGE","BACHELOR'S DEGREE",0,0,63.43,39.2,"$50,001 TO $75,000",62500.5,0,0,58.441,0.816838082622516
"0737009C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,31,36,"BACHELOR'S DEGREE","SOME COLLEGE",0,0,38.18,53.5,"$40,001 TO $50,000",45000.5,0,0,56.897,0.657893554596356
"0737011C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,47,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,53.5,35.78,"$50,001 TO $75,000",62500.5,0,0,66.498,1.64625263074866
"0737012C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,36,44,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,NA,34.95,"$30,001 TO $35,000",32500.5,0,0,61.614,1.14347732318405
"0737013C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,42,43,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,38.18,39.18,"$50,001 TO $75,000",62500.5,0,0,64.385,1.42873333818437
"0737015C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,33,40,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,53.5,48.69,"$75,001 TO $100,000",87500.5,0,0,56.776,0.645437409589125
"0737016C",1,"WHITE, NON-HISPANIC",1,0,0,0,2,41,39,"BACHELOR'S DEGREE","GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE",0,0,59,62.87,"$50,001 TO $75,000",62500.5,0,0,51.144,0.0656604783434415
"0737018C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,43,40,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,63.43,37.67,"$50,001 TO $75,000",62500.5,0,0,51.065,0.0575279539172325
"0737019C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,57.83,NA,"$25,001 TO $30,000",27500.5,0,0,50.539,0.00337975330728455
"0737020C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,43,NA,"NOT APPLICABLE","MASTER'S DEGREE (MA, MS)",NA,0,53.5,NA,"$75,001 TO $100,000",87500.5,0,0,61.122,1.09282919637778
"0737021C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,35,33,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,35.78,48.69,"$100,001 TO $200,000",150000.5,0,0,44.877,-0.579485478353414
